job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
78,Graphic Designer,Penguin Random House,"Birmingham, UK",Media & Publishing,Temporary,Entry Level,11/5/2025,"Create visual assets for digital or print channels, support brand consistency and communicate ideas through effective design. Key requirements include presentation, writing, research, and communication.","presentation, writing, research, communication, content strategy",BA Graphic Design,BA Graphic Design; MSc Digital Media; BSc Visual Communication; BSc Illustration,20000,27000,23120
79,Paramedic,NHS,"Nottingham, UK",Healthcare,Part-time,Manager,11/19/2025,"Respond to emergency calls, assess patients and deliver urgent care in pre-hospital settings. Key requirements include patient care, clinical assessment, first aid, and communication.","patient care, clinical assessment, first aid, communication, decision making",BSc Paramedic Science,BSc Paramedic Science; MSc Health Sciences; BSc Nursing; MBBS Medicine,32000,52000,42000
80,Doctor (General Practitioner),Bupa,"Manchester, UK",Healthcare,Full-time,Manager,10/22/2025,"Provide primary care consultations, assess patients and coordinate treatment plans in line with clinical standards. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, reporting",MBBS Medicine,MBBS Medicine; MSc Medical Sciences; BSc Biomedical Science; BSc Health Sciences,80000,135000,107500
81,Plumber,Mitie,"Liverpool, UK",Engineering Services,Full-time,Senior,12/19/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,42000,65000,53500
82,Environmental Scientist,Arup,"Nottingham, UK",Environmental Services,Full-time,Junior,11/24/2025,"Conduct environmental assessments, interpret data and support sustainable project or policy decisions. Key requirements include research, data analysis, reporting, and risk management.","research, data analysis, reporting, risk management, communication",BSc Environmental Science,BSc Environmental Science; MSc Biology; BSc Chemistry; BSc Geography; PhD Environmental Science,38000,62000,50000
83,Graphic Designer,Ogilvy,"Manchester, UK",Media & Publishing,Contract,Manager,1/6/2026,"Create visual assets for digital or print channels, support brand consistency and communicate ideas through effective design. Key requirements include presentation, writing, research, and communication.","presentation, writing, research, communication, content strategy",BA Graphic Design,BA Graphic Design; MSc Digital Media; BSc Visual Communication; BSc Illustration,50000,80000,65000
84,Research Scientist,GSK,"Glasgow, UK",Biotechnology,Part-time,Senior,12/19/2025,"Design and conduct research studies, analyse findings and contribute to scientific reporting and innovation. Key requirements include research, data analysis, reporting, and communication.","research, data analysis, reporting, communication, problem solving",BSc Biology,BSc Biology; MSc Chemistry; BSc Biomedical Science; BSc Environmental Science; PhD Biology,65000,110000,87500
85,Research Scientist,AstraZeneca,"Leicester, UK",Biotechnology,Part-time,Junior,12/23/2025,"Design and conduct research studies, analyse findings and contribute to scientific reporting and innovation. Key requirements include research, data analysis, reporting, and communication.","research, data analysis, reporting, communication, problem solving",BSc Biology,BSc Biology; MSc Chemistry; BSc Biomedical Science; BSc Environmental Science; PhD Biology,45000,75000,60000
86,Patent Attorney,EIP,"Birmingham, UK",Legal,Part-time,Senior,11/10/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,85000,160000,122500
87,Lecturer,University of Manchester,"Glasgow, UK",Education,Full-time,Manager,11/27/2025,"Deliver teaching, contribute to curriculum development and support student learning through scholarship and effective communication. Key requirements include presentation, research, communication, and writing.","presentation, research, communication, writing, leadership",BA Education,BA Education; MSc Education; BSc Psychology; BA English,55000,85000,70000
88,Supply Chain Manager,DHL,"Southampton, UK",Logistics,Contract,Junior,10/12/2025,"Lead supply chain planning and performance, manage stakeholders and improve resilience, cost and service outcomes. Key requirements include leadership, stakeholder management, risk management, and reporting.","leadership, stakeholder management, risk management, reporting, organisation",BSc Supply Chain Management,BSc Supply Chain Management; MBA; BSc Operations and Supply Chain Management; BSc Management,50000,85000,67500
89,Tax Lawyer,PwC,"Oxford, UK",Legal,Part-time,Senior,10/14/2025,"Advise on tax law matters, support compliance and structure clear legal analysis for clients or internal stakeholders. Key requirements include legal research, compliance, writing, and negotiation.","legal research, compliance, writing, negotiation, communication",LLB Law,LLB Law; MSc Accounting; BSc Finance; BSc Economics,75000,170000,122500
90,UX/UI Designer,Skyscanner,"Bristol, UK",Technology,Part-time,Manager,10/31/2025,"Design user interfaces and user journeys that improve usability, accessibility and engagement across digital products. Key requirements include research, presentation, communication, and critical thinking.","research, presentation, communication, critical thinking",BSc User Experience Design,BSc User Experience Design; MA Graphic Design; BSc Digital Media; BSc Computer Science,75000,115000,95000
91,Content Strategist,Financial Times,"Nottingham, UK",Media & Publishing,Full-time,Entry Level,12/23/2025,"Plan and optimise content strategies that support audience growth, engagement and clear brand communication. Key requirements include content strategy, seo, writing, and research.","content strategy, seo, writing, research, communication",BA Marketing,BA Marketing; MSc Strategic Communication; BA English; BSc Digital Media,38000,62000,50000
92,Police Officer,West Midlands Police,"Oxford, UK",Public Services,Part-time,Entry Level,10/26/2025,"Protect the public, respond to incidents and support lawful, professional and well-documented policing activity. Key requirements include communication, decision making, safeguarding, and reporting.","communication, decision making, safeguarding, reporting, confidentiality",BA Criminology,BA Criminology; LLM Law; BSc Psychology; BSc Community and Public Service Management,28000,50000,39000
93,Operations Manager,Tesco,"Sheffield, UK",Operations,Part-time,Manager,10/12/2025,"Lead operational performance, coordinate teams and improve processes, quality and service delivery. Key requirements include leadership, stakeholder management, reporting, and risk management.","leadership, stakeholder management, reporting, risk management, organisation",BSc Operations and Supply Chain Management,BA Business Management; MBA; BSc Management; BSc Supply Chain Management,55000,90000,72500
94,Cloud Architect,Accenture,"Nottingham, UK",Technology,Contract,Senior,10/4/2025,"Design cloud architectures, guide platform decisions and support secure, scalable deployment strategies across modern digital systems. Key requirements include aws, azure, gcp, and terraform.","aws, azure, gcp, terraform, microservices, kubernetes",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,85000,140000,112500
95,Patent Attorney,EIP,"Bristol, UK",Legal,Part-time,Mid-level,12/7/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,75000,155000,115000
